action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,19408943,[],CHEMBL4427187,Inhibition of FITC-labeled 9-mer Nrf2 peptide amide binding to human KEAP1 kelch domain (322 to 609 residues) expressed in Escherichia coli Arctic(DE3) cells incubated for 30 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(NC(=O)CCCC(=O)NCCN)cc3)c3ccccc23)cc1,,,CHEMBL4425151,J Med Chem,2016,"{'bei': '9.94', 'le': '0.20', 'lle': '4.92', 'sei': '3.09'}",CHEMBL4440393,,CHEMBL4440393,7.51,0,http://www.openphacts.org/units/Nanomolar,3243940,=,1,1,=,,IC50,nM,,30.7,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,30.7
,,20609381,[],CHEMBL4605739,Inhibition of FITC-9mer Nrf2 peptide binding to recombinant human KEAP1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(S(=O)(=O)Cc2ccc(NS(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,,,CHEMBL4602712,ACS Med Chem Lett,2020,"{'bei': '11.10', 'le': '0.22', 'lle': '0.89', 'sei': '5.59'}",CHEMBL4634320,,CHEMBL4634320,5.52,0,http://www.openphacts.org/units/Nanomolar,3467042,=,1,1,=,,IC50,nM,,3000.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,3000.0
,,20609382,[],CHEMBL4605739,Inhibition of FITC-9mer Nrf2 peptide binding to recombinant human KEAP1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(S(=O)(=O)Cc2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,,,CHEMBL4602712,ACS Med Chem Lett,2020,"{'bei': '11.10', 'le': '0.22', 'lle': '2.06', 'sei': '4.85'}",CHEMBL4634673,,CHEMBL4634673,6.17,0,http://www.openphacts.org/units/Nanomolar,3467041,=,1,1,=,,IC50,nM,,678.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,678.0
,,20609383,[],CHEMBL4605739,Inhibition of FITC-9mer Nrf2 peptide binding to recombinant human KEAP1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(CCc2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,,,CHEMBL4602712,ACS Med Chem Lett,2020,"{'bei': '11.52', 'le': '0.22', 'lle': '0.90', 'sei': '6.25'}",CHEMBL4635294,,CHEMBL4635294,5.82,0,http://www.openphacts.org/units/Nanomolar,3467040,=,1,1,=,,IC50,nM,,1500.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,1500.0
,,20609384,[],CHEMBL4605739,Inhibition of FITC-9mer Nrf2 peptide binding to recombinant human KEAP1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(/C=C/C(=O)O)c3ccccc23)cc1,,,CHEMBL4602712,ACS Med Chem Lett,2020,"{'bei': '11.07', 'le': '0.22', 'lle': '1.66', 'sei': '4.03'}",CHEMBL4645572,,CHEMBL4645572,4.89,0,http://www.openphacts.org/units/Nanomolar,3467039,=,1,1,=,,IC50,nM,,13000.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,13000.0
,,20609385,[],CHEMBL4605739,Inhibition of FITC-9mer Nrf2 peptide binding to recombinant human KEAP1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)O)c3ccccc23)cc1,,,CHEMBL4602712,ACS Med Chem Lett,2020,,CHEMBL4649100,,CHEMBL4649100,,0,http://www.openphacts.org/units/Nanomolar,3467038,>,1,1,>,,IC50,nM,,25000.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,25000.0
,,20609386,[],CHEMBL4605739,Inhibition of FITC-9mer Nrf2 peptide binding to recombinant human KEAP1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(CCC(=O)O)c3ccccc23)cc1,,,CHEMBL4602712,ACS Med Chem Lett,2020,"{'bei': '11.35', 'le': '0.22', 'lle': '1.88', 'sei': '4.15'}",CHEMBL4649151,,CHEMBL4649151,5.03,0,http://www.openphacts.org/units/Nanomolar,3467037,=,1,1,=,,IC50,nM,,9300.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,9300.0
,,20609387,[],CHEMBL4605739,Inhibition of FITC-9mer Nrf2 peptide binding to recombinant human KEAP1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(S(=O)(=O)Nc2ccc(CCC(=O)O)c3ccccc23)cc1,,,CHEMBL4602712,ACS Med Chem Lett,2020,,CHEMBL4647075,,CHEMBL4647075,,0,http://www.openphacts.org/units/Nanomolar,3467036,>,1,1,>,,IC50,nM,,25000.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,25000.0
,,20609388,[],CHEMBL4605739,Inhibition of FITC-9mer Nrf2 peptide binding to recombinant human KEAP1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(S(=O)(=O)Cc2ccc(CS(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,,,CHEMBL4602712,ACS Med Chem Lett,2020,,CHEMBL4639807,,CHEMBL4639807,,0,http://www.openphacts.org/units/Nanomolar,3467043,>,1,1,>,,IC50,nM,,25000.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,25000.0
,,20609389,[],CHEMBL4605739,Inhibition of FITC-9mer Nrf2 peptide binding to recombinant human KEAP1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(S(=O)(=O)Cc2ccc(N(C(C)C(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,,,CHEMBL4602712,ACS Med Chem Lett,2020,"{'bei': '11.80', 'le': '0.24', 'lle': '2.22', 'sei': '5.28'}",CHEMBL4641126,,CHEMBL4641126,6.72,0,http://www.openphacts.org/units/Nanomolar,3467044,=,1,1,=,,IC50,nM,,189.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,189.0
,,20609390,[],CHEMBL4605739,Inhibition of FITC-9mer Nrf2 peptide binding to recombinant human KEAP1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(S(=O)(=O)Cc2ccc(N(C(C(=O)O)c3ccccc3)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,,,CHEMBL4602712,ACS Med Chem Lett,2020,"{'bei': '7.68', 'le': '0.15', 'lle': '-1.00', 'sei': '3.81'}",CHEMBL4649087,,CHEMBL4649087,4.85,0,http://www.openphacts.org/units/Nanomolar,3467045,=,1,1,=,,IC50,nM,,14000.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,14000.0
,,20609391,[],CHEMBL4605739,Inhibition of FITC-9mer Nrf2 peptide binding to recombinant human KEAP1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(S(=O)(=O)Nc2ccc(N(C(C)C(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,,,CHEMBL4602712,ACS Med Chem Lett,2020,"{'bei': '12.09', 'le': '0.24', 'lle': '2.57', 'sei': '4.95'}",CHEMBL4632368,,CHEMBL4632368,6.90,0,http://www.openphacts.org/units/Nanomolar,3467046,=,1,1,=,,IC50,nM,,126.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,126.0
,,20609392,[],CHEMBL4605739,Inhibition of FITC-9mer Nrf2 peptide binding to recombinant human KEAP1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(S(=O)(=O)Cc2ccc(N([C@H](C)C(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,,,CHEMBL4602712,ACS Med Chem Lett,2020,"{'bei': '11.97', 'le': '0.24', 'lle': '2.32', 'sei': '5.36'}",CHEMBL4632722,,CHEMBL4632722,6.82,0,http://www.openphacts.org/units/Nanomolar,3467047,=,1,1,=,,IC50,nM,,151.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,151.0
,,20609393,[],CHEMBL4605739,Inhibition of FITC-9mer Nrf2 peptide binding to recombinant human KEAP1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(S(=O)(=O)Cc2ccc(N([C@@H](C)C(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,,,CHEMBL4602712,ACS Med Chem Lett,2020,"{'bei': '11.62', 'le': '0.23', 'lle': '2.12', 'sei': '5.20'}",CHEMBL4647946,,CHEMBL4647946,6.62,0,http://www.openphacts.org/units/Nanomolar,3467048,=,1,1,=,,IC50,nM,,241.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,241.0
,,20609394,[],CHEMBL4605739,Inhibition of FITC-9mer Nrf2 peptide binding to recombinant human KEAP1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(C)c(C)c(S(=O)(=O)Nc2ccc(N3CC[C@@H](C(=O)O)C3)c3ccccc23)c1C,,,CHEMBL4602712,ACS Med Chem Lett,2020,"{'bei': '15.14', 'le': '0.29', 'lle': '2.06', 'sei': '7.90'}",CHEMBL3827626,,CHEMBL3827626,6.85,1,http://www.openphacts.org/units/Nanomolar,3467049,=,1,1,=,,IC50,nM,,140.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,140.0
,,20609395,[],CHEMBL4605739,Inhibition of FITC-9mer Nrf2 peptide binding to recombinant human KEAP1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCCC1CCCN1C(=O)[C@@H]1CCC[C@H](c2cccc(-n3ncc(C(=O)O)c3C3CC3)c2)C1,,,CHEMBL4602712,ACS Med Chem Lett,2020,"{'bei': '15.53', 'le': '0.29', 'lle': '1.30', 'sei': '9.55'}",CHEMBL4440989,,CHEMBL4440989,7.20,1,http://www.openphacts.org/units/Nanomolar,3467050,=,1,1,=,,IC50,nM,,63.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,63.0
,,20651002,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,NC(=O)[C@H]1CC[C@H]1C(=O)N1CCc2c(OCCO)cccc2[C@H]1CN1C(=O)c2ccccc2C1=O,,,CHEMBL4613288,ACS Med Chem Lett,2020,"{'bei': '11.72', 'le': '0.22', 'lle': '4.30', 'sei': '4.30'}",CHEMBL4648717,,CHEMBL4648717,5.59,0,http://www.openphacts.org/units/Nanomolar,3476182,=,1,1,=,,IC50,nM,,2545.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,2545.0
,,20651003,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)[C@H]1CC[C@H]1C(=O)N1CCc2c(OCCO)cccc2[C@H]1CN1C(=O)c2ccccc2C1=O,,,CHEMBL4613288,ACS Med Chem Lett,2020,"{'bei': '11.51', 'le': '0.21', 'lle': '3.62', 'sei': '4.43'}",CHEMBL4649380,,CHEMBL4649380,5.51,0,http://www.openphacts.org/units/Nanomolar,3476181,=,1,1,=,,IC50,nM,,3102.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,3102.0
,,20651004,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,NC(=O)[C@H]1CCCC[C@H]1C(=O)N1CCc2c(O)cccc2[C@H]1CN1C(=O)c2ccccc2C1=O,,,CHEMBL4613288,ACS Med Chem Lett,2020,"{'bei': '11.39', 'le': '0.21', 'lle': '2.85', 'sei': '4.34'}",CHEMBL4641843,,CHEMBL4641843,5.26,0,http://www.openphacts.org/units/Nanomolar,3476180,=,1,1,=,,IC50,nM,,5539.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,5539.0
,,20651005,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,NC(=O)[C@H]1CC[C@H]1C(=O)N1CCc2c(O)cccc2[C@H]1CN1C(=O)c2ccccc2C1=O,,,CHEMBL4613288,ACS Med Chem Lett,2020,"{'bei': '13.40', 'le': '0.25', 'lle': '4.18', 'sei': '4.80'}",CHEMBL4645109,,CHEMBL4645109,5.81,0,http://www.openphacts.org/units/Nanomolar,3476179,=,1,1,=,,IC50,nM,,1558.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,1558.0
,,20651006,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)[C@H]1CC[C@H]1C(=O)N1CCc2c(O)cccc2[C@H]1CN1C(=O)c2ccccc2C1=O,,,CHEMBL4613288,ACS Med Chem Lett,2020,"{'bei': '13.96', 'le': '0.26', 'lle': '3.83', 'sei': '5.26'}",CHEMBL4638389,,CHEMBL4638389,6.06,0,http://www.openphacts.org/units/Nanomolar,3476178,=,1,1,=,,IC50,nM,,862.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,862.0
,,20651007,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4613288,ACS Med Chem Lett,2020,,CHEMBL4648472,,CHEMBL4648472,,0,http://www.openphacts.org/units/Nanomolar,3476177,>,1,1,>,,IC50,nM,,50000.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,50.0
,,20651008,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](Cc1cccc(C(N)=O)c1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4613288,ACS Med Chem Lett,2020,"{'bei': '4.53', 'le': None, 'lle': None, 'sei': None}",CHEMBL4647979,,CHEMBL4647979,5.23,0,http://www.openphacts.org/units/Nanomolar,3476176,=,1,1,=,,IC50,nM,,5900.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,5.9
,,20651009,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC1CCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4613288,ACS Med Chem Lett,2020,,CHEMBL4638535,,CHEMBL4638535,,0,http://www.openphacts.org/units/Nanomolar,3476174,>,1,1,>,,IC50,nM,,64000.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,64.0
,,20651010,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4613288,ACS Med Chem Lett,2020,"{'bei': '4.05', 'le': None, 'lle': None, 'sei': None}",CHEMBL4633579,,CHEMBL4633579,4.54,0,http://www.openphacts.org/units/Nanomolar,3476175,=,1,1,=,,IC50,nM,,29000.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,29.0
,,20651011,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC1CC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4613288,ACS Med Chem Lett,2020,,CHEMBL4637259,,CHEMBL4637259,,0,http://www.openphacts.org/units/Nanomolar,3476173,>,1,1,>,,IC50,nM,,64000.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,64.0
,,20651012,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC1CCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4613288,ACS Med Chem Lett,2020,"{'bei': '5.11', 'le': None, 'lle': None, 'sei': None}",CHEMBL4642135,,CHEMBL4642135,5.57,0,http://www.openphacts.org/units/Nanomolar,3476172,=,1,1,=,,IC50,nM,,2700.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,2.7
,,20651013,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4613288,ACS Med Chem Lett,2020,"{'bei': '6.13', 'le': None, 'lle': None, 'sei': None}",CHEMBL3134422,,CHEMBL3134422,6.70,0,http://www.openphacts.org/units/Nanomolar,3476171,=,1,1,=,,IC50,nM,,200.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.2
,,20651014,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)[C@H]1CCCC[C@H]1C(=O)N1CCc2c(O)cccc2[C@H]1CN1C(=O)c2ccccc2C1=O,,,CHEMBL4613288,ACS Med Chem Lett,2020,"{'bei': '15.15', 'le': '0.28', 'lle': '4.00', 'sei': '6.08'}",CHEMBL4639381,,CHEMBL4639381,7.01,0,http://www.openphacts.org/units/Nanomolar,3476170,=,1,1,=,,IC50,nM,,98.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,98.0
,,20651015,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(O)C#Cc1cccc2c1CCN(C(=O)[C@@H]1CCCC[C@@H]1C(=O)O)[C@@H]2CN1C(=O)c2ccccc2C1=O,,,CHEMBL4613288,ACS Med Chem Lett,2020,"{'bei': '10.08', 'le': '0.19', 'lle': '1.91', 'sei': '4.63'}",CHEMBL4639835,,CHEMBL4639835,5.33,0,http://www.openphacts.org/units/Nanomolar,3476169,=,1,1,=,,IC50,nM,,4682.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,4682.0
,,20651016,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)[C@H]1CCCC[C@H]1C(=O)N1CCc2c(C#CCO)cccc2[C@H]1CN1C(=O)c2ccccc2C1=O,,,CHEMBL4613288,ACS Med Chem Lett,2020,"{'bei': '13.18', 'le': '0.24', 'lle': '3.96', 'sei': '5.72'}",CHEMBL4634711,,CHEMBL4634711,6.59,0,http://www.openphacts.org/units/Nanomolar,3476168,=,1,1,=,,IC50,nM,,254.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,254.0
,,20651017,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,COCCOc1cccc2c1CCN(C(=O)[C@@H]1CCCC[C@@H]1C(=O)O)[C@@H]2CN1C(=O)c2ccccc2C1=O,,,CHEMBL4613288,ACS Med Chem Lett,2020,"{'bei': '10.11', 'le': '0.19', 'lle': '1.94', 'sei': '4.64'}",CHEMBL4635272,,CHEMBL4635272,5.26,0,http://www.openphacts.org/units/Nanomolar,3476167,=,1,1,=,,IC50,nM,,5456.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,5456.0
